Gene Symbol,Complex,Class / family,Full name from Entrez,More Aliases from Entrez,Organism,Ensemble Gene ID,Molecular weight from SwissProt,Domains from SwissProt,Motifs from SwissProt,Entrez Gene ID,Full Gene Name from Entrez,UniProt Entry Name,Other UniProt Accessions,Pdbs,Compositional AA Bias from SwissProt
LENG1,"C complex, P complex",Recruited at C complex,leukocyte receptor cluster (LRC) member 1,leukocyte receptor cluster member 1,H. sapiens,ENSG00000105617,30529,,,79165,leukocyte receptor cluster (LRC) member 1,LENG1_HUMAN,"Q96BZ8, Q9HCU7",,
FAM32A,"C complex, P complex",Recruited at C complex,"family with sequence similarity 32, member A","ovarian tumor associated gene-12, protein FAM32A",H. sapiens,ENSG00000105058,13178,,,26017,"family with sequence similarity 32, member A",FA32A_HUMAN,"Q9Y421, Q9BT02",,Lys-rich
FRA10AC1,"C complex, P complex",Recruited at C complex,"fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1","fragile site 10q23.3, protein FRA10AC1, rare folic acid-type fragile site, FRA(10)(q23.3), candidate gene 1",H. sapiens,ENSG00000148690,37548,,,118924,"fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1",F10C1_HUMAN,"Q70Z53, C9JCR4, C9JCR5, C9JMY4, Q70Z49",,Lys-rich
CDC40,"Bact complex, C complex, P complex",Second step factors,cell division cycle 40 homolog (S. cerevisiae),"EH-binding protein 3, PRP17 homolog, hPRP17, pre-mRNA splicing factor 17, pre-mRNA-processing factor 17",H. sapiens,ENSG00000168438,65521,,,51362,cell division cycle 40 homolog (S. cerevisiae),PRP17_HUMAN,"O60508, B2RBC5, O75471, Q5SRN0, Q9UPG1",,
PRPF18,C complex,Second step factors,PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae),"PRP18 homolog, PRP18 pre-mRNA processing factor 18 homolog(PRPF18), pre-mRNA-splicing factor 18",H. sapiens,ENSG00000165630,39860,,,8559,PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae),PRP18_HUMAN,"Q99633, Q5T9P9, Q9BUI9",2DK4,
SLU7,"C complex, P complex",Second step factors,SLU7 splicing factor homolog (S. cerevisiae),"pre-mRNA-splicing factor SLU7, splicing factor, step II splicing factor SLU7, zinc knuckle motif containing",H. sapiens,ENSG00000164609,68387,,Bipartite nuclear localization signal,10569,SLU7 splicing factor homolog (S. cerevisiae),SLU7_HUMAN,"O95391, D3DQK2, Q3LUJ0, Q3LUJ1, Q6RXQ5",,
DHX8,"C complex, P complex",Second step factors,DEAH (Asp-Glu-Ala-His) box polypeptide 8,"ATP-dependent RNA helicase DHX8, DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 8 (RNA helicase), DEAH box protein 8, DEAH-box protein 8, RNA helicase HRH1",H. sapiens,ENSG00000067596,139315,"Helicase ATP-binding, Helicase C-terminal, S1 motif",DEAH box,1659,DEAH (Asp-Glu-Ala-His) box polypeptide 8,DHX8_HUMAN,Q14562,"2EQS, 3I4U","Arg/Ser-rich (RS domain), Poly-Lys"
BUD13,"Bact complex, C complex, P complex",RES complex,BUD13 homolog (S. cerevisiae),"BUD13 homolog, functional spliceosome-associated protein 71",H. sapiens,ENSG00000137656,70521,,,84811,BUD13 homolog (S. cerevisiae),BUD13_HUMAN,"Q9BRD0, A8K0S0, Q96LS7",,Arg-rich
SNIP1,"Bact complex, C complex, P complex",RES complex,Smad nuclear interacting protein 1,"FHA domain-containing protein SNIP1, smad nuclear-interacting protein 1",H. sapiens,ENSG00000163877,45778,FHA,,79753,Smad nuclear interacting protein 1,SNIP1_HUMAN,"Q8TAD8, Q96SP9, Q9H9T7",,"Arg-rich, Poly-Glu"
RBMX2,"Bact complex, C complex",RES complex,"RNA binding motif protein, X-linked 2","RNA-binding motif protein, X-linked 2",H. sapiens,ENSG00000134597,37336,RRM,,51634,"RNA binding motif protein, X-linked 2",RBMX2_HUMAN,"Q9Y388, A8K9Z0, Q5JY82, Q9Y3I8",,"Arg-rich, Lys-rich"
EIF4A3,"Bact complex, C complex, P complex",EJC/mRNP,eukaryotic translation initiation factor 4A3,"ATP-dependent RNA helicase DDX48, ATP-dependent RNA helicase eIF4A-3, DEAD (Asp-Glu-Ala-Asp) box polypeptide 48, DEAD box protein 48, NMP 265",H. sapiens,ENSG00000141543,46871,"Helicase ATP-binding, Helicase C-terminal","DEAD box, Q motif",9775,eukaryotic translation initiation factor 4A3,IF4A3_HUMAN,"P38919, Q15033, Q6IBQ2, Q96A18","2HXY, 2HYI, 2J0Q, 2J0S, 2J0U",
MAGOH,"C complex, P complex",EJC/mRNP,"mago-nashi homolog, proliferation-associated (Drosophila)",protein mago nashi homolog,H. sapiens,ENSG00000162385,17164,,,4116,"mago-nashi homolog, proliferation-associated (Drosophila)",MGN_HUMAN,"P61326, B2R5A2, O35169, P50606, Q5SW69","1P27, 2HYI, 2J0Q, 2J0S, 2XB2",
RBM8A,"C complex, P complex",EJC/mRNP,RNA binding motif protein 8A,"BOV-1, RNA binding motif protein 8B, RNA-binding motif protein 8A, RNA-binding protein 8A, RNA-binding protein Y14",H. sapiens,ENSG00000131795,19889,RRM,,9939,RNA binding motif protein 8A,RBM8A_HUMAN,"Q9Y5S9, B3KQI9, Q6FHD1, Q6IQ40, Q9GZX8","1P27, 2HYI, 2J0Q, 2J0S, 2XB2",
SAP18,"Bact complex, C complex",EJC/mRNP,"Sin3A-associated protein, 18kDa","18 kDa Sin3-associated polypeptide, cell growth inhibiting protein 38, cell growth-inhibiting gene 38 protein, cell growth-inhibiting protein 38, histone deacetlyase complex subunit SAP18",H. sapiens,ENSG00000150459,17561,,,10284,"Sin3A-associated protein, 18kDa",SAP18_HUMAN,"O00422, B2R494, Q2TTR4, Q6IAW9, Q8N606",2HDE,
HNRNPC,"C complex, P complex",hnRNP,heterogeneous nuclear ribonucleoprotein C (C1/C2),"heterogeneous nuclear ribonucleoproteins C1/C2, hnRNP C1/C2, nuclear ribonucleoprotein particle C1 protein, nuclear ribonucleoprotein particle C2 protein",H. sapiens,ENSG00000092199,33670,RRM,Nuclear localization signal,3183,heterogeneous nuclear ribonucleoprotein C (C1/C2),HNRPC_HUMAN,"P07910, D3DS19, D3DS22, P22628, Q53EX2","1TXP, 1WF2, 3LN4",Asp/Glu-rich (acidic)
SRRM2,"C complex, P complex",SR related,serine/arginine repetitive matrix 2,"300 kDa nuclear matrix antigen, RNA binding protein, SR-related nuclear matrix protein of 300 kDa, ser/Arg-related nuclear matrix protein of 300 kDa, serine/arginine repetitive matrix protein 2",H. sapiens,ENSG00000167978,299615,,,23524,serine/arginine repetitive matrix 2,SRRM2_HUMAN,"Q9UQ35, A6NKB9, D3DU97, O15038, O94803",,"Ala-rich, Arg-rich, Lys-rich, Pro-rich, Ser-rich"
PPIL4,"B complex, Bact complex, C complex, P complex",,peptidylprolyl isomerase (cyclophilin)-like 4,"PPIase, cyclophilin-like protein PPIL4, cyclophilin-type peptidyl-prolyl cis-trans isomerase, peptidyl-prolyl cis-trans isomerase-like 4, rotamase PPIL4",H. sapiens,ENSG00000131013,57225,"PPIase cyclophilin-type, RRM",,85313,peptidylprolyl isomerase (cyclophilin)-like 4,PPIL4_HUMAN,"Q8WUA2, B2RD34, Q7Z3Q5",,Lys-rich
