ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
984	"ENSG00000197448"	"GSTK1"	chr7	+	143264547	143265092	143264547	143264676	143264991	143265092	984	507,585,689,357,603,563	2088,2270,2726,1970,2277,1942	485,617,481,792,504,830,557,1165,1318	2982,2908,2886,2600,2105,3099,2289,3124,3693	465	150	0.766073620891	1.0	0.073,0.077,0.075,0.055,0.079,0.086	0.05,0.064,0.051,0.089,0.072,0.08,0.073,0.107,0.103	-0.002
985	"ENSG00000197448"	"GSTK1"	chr7	+	143264991	143265296	143264991	143265092	143265260	143265296	985	696,754,1291,535,994,837	2096,2259,2651,1889,2217,1937	555,662,613,1764,515,1973,801,1646,1318	3042,2889,3232,2295,2105,2680,2256,2729,3991	318	150	0.344683917974	0.732493212498	0.135,0.136,0.187,0.118,0.175,0.169	0.079,0.098,0.082,0.266,0.103,0.258,0.143,0.221,0.135	-0.001
986	"ENSG00000187796"	"CARD9"	chr9	-	136364482	136365217	136364482	136364559	136365140	136365217	986	179,214,424,221,271,281	97,188,195,123,136,86	337,217,272,55,161,22,378,398,71	312,70,234,18,97,0,285,116,56	731	150	0.693123900507	1.0	0.275,0.189,0.309,0.269,0.29,0.401	0.181,0.389,0.193,0.385,0.254,1.0,0.214,0.413,0.206	-0.071
987	"ENSG00000187796"	"CARD9"	chr9	-	136364482	136366845	136364482	136364559	136366799	136366845	987	298,393,650,325,490,529	10,2,5,8,6,5	381,275,332,114,305,64,685,564,94	5,2,4,0,9,0,16,2,1	2390	150	0.626582584003	1.0	0.652,0.925,0.891,0.718,0.837,0.869	0.827,0.896,0.839,1.0,0.68,1.0,0.729,0.947,0.855	-0.048
988	"ENSG00000187796"	"CARD9"	chr9	-	136364482	136366845	136364482	136365217	136366799	136366845	988	151,230,306,133,269,293	98,299,201,143,173,133	97,81,127,62,171,48,377,214,38	317,73,248,28,107,0,292,165,60	1732	150	0.928847243294	1.0	0.118,0.062,0.116,0.075,0.119,0.16	0.026,0.088,0.042,0.161,0.122,1.0,0.101,0.101,0.052	-0.08
989	"ENSG00000187796"	"CARD9"	chr9	-	136367215	136367976	136367215	136367257	136367636	136367976	989	43,95,65,37,71,35	109,224,208,142,174,131	67,23,64,7,21,6,62,34,13	294,77,177,16,117,0,255,188,48	529	150	0.779048481927	1.0	0.101,0.107,0.081,0.069,0.104,0.07	0.061,0.078,0.093,0.11,0.048,1.0,0.064,0.049,0.071	-0.086
990	"ENSG00000137207"	"YIPF3"	chr6	-	43513068	43513451	43513068	43513098	43513358	43513451	990	508,635,985,661,586,511	10,21,16,4,7,2	664,333,608,474,589,810,668,328,665	7,10,13,11,6,17,6,16,4	410	150	0.452223162698	0.867247323303	0.949,0.917,0.957,0.984,0.968,0.989	0.972,0.924,0.945,0.94,0.973,0.946,0.976,0.882,0.984	0.012
991	"ENSG00000137207"	"YIPF3"	chr6	-	43513068	43513451	43513068	43513200	43513358	43513451	991	73,84,115,44,40,64	510,801,1020,793,686,509	50,47,58,64,39,145,59,41,90	679,420,683,496,692,760,729,368,691	308	150	0.332521369337	0.71366048401	0.065,0.049,0.052,0.026,0.028,0.058	0.035,0.052,0.04,0.059,0.027,0.085,0.038,0.051,0.06	-0.003
992	"ENSG00000101639"	"CEP192"	chr18	+	13057584	13059312	13057584	13057733	13059081	13059312	992	29,2,131,21,42,14	10,64,87,41,49,15	9,9,0,36,38,35,12,4,25	38,7,6,35,25,31,28,18,45	1498	150	0.418476526005	0.820922072558	0.225,0.003,0.131,0.049,0.079,0.085	0.023,0.114,0.0,0.093,0.132,0.102,0.041,0.022,0.053	0.031
993	"ENSG00000124574"	"ABCC10"	chr6	+	43437933	43438795	43437933	43438013	43438623	43438795	993	3,2,12,18,16,11	11,51,88,41,71,33	4,0,0,6,7,10,5,1,0	20,7,8,16,26,17,56,16,15	760	150	0.138133139062	0.390456849798	0.051,0.008,0.026,0.08,0.043,0.062	0.038,0.0,0.0,0.069,0.05,0.104,0.017,0.012,0.0	0.013
994	"ENSG00000124574"	"ABCC10"	chr6	+	43442969	43444010	43442969	43443159	43443932	43444010	994	5,21,37,22,38,20	20,38,83,33,71,27	0,3,2,24,6,16,38,22,13	6,16,27,12,54,14,32,13,18	923	150	0.615685005753	1.0	0.039,0.082,0.068,0.098,0.08,0.107	0.0,0.03,0.012,0.245,0.018,0.157,0.162,0.216,0.105	-0.026
995	"ENSG00000137161"	"CNPY3"	chr6	+	42935573	42935670	42935573	42935622	42935623	42935670	995	1888,1640,1839,1652,1900,1414	0,0,2,0,1,0	1590,1046,1322,1644,822,1822,1379,1985,1423	0,0,0,0,0,0,0,0,0	151	150	1	1.0	1.0,1.0,0.999,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0
998	"ENSG00000160813"	"PPP1R35"	chr7	-	100435630	100436064	100435630	100435767	100435847	100436064	998	850,758,921,508,727,607	351,565,841,469,419,143	563,622,470,447,482,790,875,1068,886	186,133,163,288,126,516,458,219,311	230	150	0.0107034400421	0.0595386676494	0.612,0.467,0.417,0.414,0.531,0.735	0.664,0.753,0.653,0.503,0.714,0.5,0.555,0.761,0.65	-0.11
1000	"ENSG00000058404"	"CAMK2B"	chr7	-	44220615	44220901	44220615	44220710	44220825	44220901	1000	0,0,0,0,0,0	0,0,0,0,1,0	0,0,1,0,0,0,0,0,0	0,0,6,1,15,0,0,0,1	265	150	1	1.0	NA,NA,NA,NA,0.0,NA	NA,NA,0.086,0.0,0.0,NA,NA,NA,0.0	-0.021
1001	"ENSG00000103174"	"NAGPA"	chr16	-	5027134	5027379	5027134	5027198	5027277	5027379	1001	68,38,56,56,31,35	194,240,280,311,271,163	22,14,58,49,18,43,52,18,31	185,117,326,182,185,133,227,84,321	229	150	0.267853189809	0.618703142657	0.187,0.094,0.116,0.106,0.07,0.123	0.072,0.073,0.104,0.15,0.06,0.175,0.13,0.123,0.059	0.011
1002	"ENSG00000112139"	"MDGA1"	chr6	-	37654799	37655896	37654799	37654932	37655699	37655896	1002	0,0,0,0,0,0	0,0,6,2,0,0	0,14,6,8,0,0,0,0,0	0,11,11,2,0,0,0,1,4	917	150	1	1.0	NA,NA,0.0,0.0,NA,NA	NA,0.172,0.082,0.396,NA,NA,NA,0.0,0.0	-0.13
1003	"ENSG00000172354"	"GNB2"	chr7	+	100676692	100677415	100676692	100676799	100677351	100677415	1003	64,103,107,42,55,92	681,1238,1131,854,796,1135	67,106,80,44,51,67,76,113,82	941,1044,1054,439,796,737,1173,862,1103	702	150	0.444114070308	0.855144339427	0.02,0.017,0.02,0.01,0.015,0.017	0.015,0.021,0.016,0.021,0.014,0.019,0.014,0.027,0.016	-0.002
1004	"ENSG00000172354"	"GNB2"	chr7	+	100677497	100677818	100677497	100677660	100677751	100677818	1004	35,102,86,60,44,80	722,1337,1246,856,897,1298	57,76,84,22,65,42,81,69,73	964,995,1157,432,900,638,1390,1037,988	241	150	0.565199663534	1.0	0.029,0.045,0.041,0.042,0.03,0.037	0.035,0.045,0.043,0.031,0.043,0.039,0.035,0.04,0.044	-0.002
1005	"ENSG00000124593"	"PRICKLE4"	chr6	+	41783461	41784238	41783461	41783605	41783733	41784238	1005	17,17,23,15,25,13	0,2,0,0,0,0	3,8,23,7,7,30,22,7,14	0,0,1,0,0,0,0,0,2	278	150	1	1.0	1.0,0.821,1.0,1.0,1.0,1.0	1.0,1.0,0.925,1.0,1.0,1.0,1.0,1.0,0.791	0.002
1006	"ENSG00000124593"	"PRICKLE4"	chr6	+	41783461	41784238	41783461	41783605	41784130	41784238	1006	17,17,35,17,49,19	0,0,0,0,2,0	5,8,28,13,9,38,23,9,17	4,4,0,2,0,0,0,1,0	675	150	0.00905088761135	0.0523037928063	1.0,1.0,1.0,1.0,0.845,1.0	0.217,0.308,1.0,0.591,1.0,1.0,1.0,0.667,1.0	0.221
1007	"ENSG00000065029"	"ZNF76"	chr6	+	35286127	35286399	35286127	35286208	35286321	35286399	1007	70,48,84,53,64,40	218,269,312,255,241,107	4,28,43,66,69,79,76,92,47	104,73,145,162,158,229,243,130,96	263	150	0.00355448269857	0.0249338048885	0.155,0.092,0.133,0.106,0.132,0.176	0.021,0.179,0.145,0.189,0.199,0.164,0.151,0.288,0.218	-0.04
1008	"ENSG00000065029"	"ZNF76"	chr6	+	35290640	35291403	35290640	35290716	35291277	35291403	1008	13,16,17,12,12,7	197,299,343,214,245,191	12,1,14,17,10,23,22,16,9	117,54,188,123,147,208,210,133,111	711	150	0.000176646726116	0.00225236415391	0.014,0.011,0.01,0.012,0.01,0.008	0.021,0.004,0.015,0.028,0.014,0.023,0.022,0.025,0.017	-0.008
1009	"ENSG00000156313"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	1009	23,18,42,11,37,54	43,46,95,44,82,30	0,20,33,36,13,50,32,21,10	65,15,88,52,44,45,34,45,14	765	150	0.882910266649	1.0	0.095,0.071,0.08,0.047,0.081,0.261	0.0,0.207,0.068,0.12,0.055,0.179,0.156,0.084,0.123	-0.004
1011	"ENSG00000112514"	"CUTA"	chr6	-	33416549	33416776	33416549	33416660	33416748	33416776	1011	3054,6234,6020,4102,4883,4946	15,29,21,7,4,1	1872,1748,3510,2391,1944,2717,6502,1945,1981	14,4,2,4,7,6,10,2,0	238	150	1	1.0	0.992,0.993,0.994,0.997,0.999,1.0	0.988,0.996,0.999,0.997,0.994,0.997,0.998,0.998,1.0	-0.001
1012	"ENSG00000112514"	"CUTA"	chr6	-	33417096	33417310	33417096	33417142	33417246	33417310	1012	181,201,258,200,221,269	14,21,15,5,12,19	59,78,120,119,114,152,238,147,139	0,0,10,1,5,6,19,6,2	254	150	0.00489008683706	0.0326188681586	0.884,0.85,0.91,0.959,0.916,0.893	1.0,1.0,0.876,0.986,0.931,0.937,0.881,0.935,0.976	-0.045
1013	"ENSG00000112514"	"CUTA"	chr6	-	33417096	33417310	33417096	33417142	33417250	33417310	1013	265,381,392,281,355,357	2740,5928,5547,4026,4641,4922	109,112,210,178,178,225,390,198,182	1663,1669,3242,2240,2065,2404,5822,1923,1839	258	150	0.306849993632	0.680045931833	0.053,0.036,0.039,0.039,0.043,0.04	0.037,0.038,0.036,0.044,0.048,0.052,0.037,0.056,0.054	-0.003
1015	"ENSG00000231500"	"RPS18"	chr6	+	33275964	33276267	33275964	33276066	33276175	33276267	1015	2217,1810,2509,1588,1855,2285	33819,27479,37440,22410,26565,33437	912,1814,2131,1960,1334,1421,2948,2060,2510	13724,25610,29582,25039,20191,18377,41459,29476,36174	259	150	0.407890952252	0.809653325923	0.037,0.037,0.037,0.039,0.039,0.038	0.037,0.039,0.04,0.043,0.037,0.043,0.04,0.039,0.039	-0.002
1016	"ENSG00000231500"	"RPS18"	chr6	+	33275964	33276510	33275964	33276066	33276390	33276510	1016	1201,965,1444,960,1047,1268	21,15,35,9,9,14	465,1018,1088,1098,764,882,1612,1109,1420	10,28,9,13,2,5,29,29,10	474	150	0.735867782493	1.0	0.948,0.953,0.929,0.971,0.974,0.966	0.936,0.92,0.975,0.964,0.992,0.982,0.946,0.924,0.978	-0.001
1017	"ENSG00000148985"	"PGAP2"	chr11	+	3823882	3824376	3823882	3824135	3824269	3824376	1017	36,81,93,55,68,100	198,451,320,353,363,480	8,23,24,42,27,76,50,23,5	123,112,333,133,227,202,398,131,105	284	150	0.0148556231218	0.0758083085486	0.088,0.087,0.133,0.076,0.09,0.099	0.033,0.098,0.037,0.143,0.059,0.166,0.062,0.085,0.025	0.017
1018	"ENSG00000204256"	"BRD2"	chr6	+	32976561	32977570	32976561	32976936	32977259	32977570	1018	513,317,1180,330,282,353	7,1,314,3,7,0	250,584,398,324,318,478,356,972,132	10,2,3,3,2,4,1,17,0	473	150	0.00916369986575	0.0525813302538	0.959,0.99,0.544,0.972,0.927,1.0	0.888,0.989,0.977,0.972,0.981,0.974,0.991,0.948,1.0	-0.07
1019	"ENSG00000204256"	"BRD2"	chr6	+	32976561	32977570	32976561	32976936	32977441	32977570	1019	755,447,1883,455,420,523	623,703,1472,777,531,394	372,812,576,445,439,767,529,1386,186	586,501,801,573,551,991,725,1495,689	655	150	0.0157242001906	0.0791368212767	0.217,0.127,0.227,0.118,0.153,0.233	0.127,0.271,0.141,0.151,0.154,0.151,0.143,0.175,0.058	0.027
1020	"ENSG00000242574"	"HLA-DMB"	chr6	-	32934628	32938965	32934628	32934987	32938683	32938965	1020	2361,289,1090,662,1723,307	2,0,0,0,0,0	1503,1746,1761,2322,2905,3047,384,2150,62	0,0,0,0,1,0,0,0,0	3846	150	1	1.0	0.979,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.991,1.0,1.0,1.0,1.0	-0.002
1021	"ENSG00000168394"	"TAP1"	chr6	-	32847067	32847675	32847067	32847204	32847512	32847675	1021	117,79,238,40,59,197	700,343,2529,621,661,290	101,72,86,60,99,90,44,454,152	712,190,854,312,672,617,224,369,167	458	150	0.000229064043522	0.00279667642586	0.052,0.07,0.03,0.021,0.028,0.182	0.044,0.11,0.032,0.059,0.046,0.046,0.06,0.287,0.23	-0.038
1023	"ENSG00000204264"	"PSMB8"	chr6	-	32842671	32843089	32842671	32842783	32842941	32843089	1023	481,252,625,231,236,280	3374,1248,3222,1858,1890,656	198,195,224,201,127,200,335,672,410	1841,609,1374,1061,906,1485,1180,939,1376	308	150	0.0197272134509	0.094199424872	0.065,0.09,0.086,0.057,0.057,0.172	0.05,0.135,0.074,0.084,0.064,0.062,0.121,0.258,0.127	-0.021
1024	"ENSG00000241106"	"HLA-DOB"	chr6	-	32813722	32814601	32813722	32813833	32814319	32814601	1024	6,4,51,0,14,6	65,2,55,1,9,17	0,10,14,30,12,26,10,0,0	6,4,3,18,6,17,1,0,1	636	150	1	1.0	0.021,0.321,0.179,0.0,0.268,0.077	0.0,0.371,0.524,0.282,0.321,0.265,0.702,NA,0.0	-0.164
1028	"ENSG00000204344"	"STK19"	chr6	+	31979413	31980548	31979413	31979553	31980450	31980548	1028	149,182,226,61,104,487	89,185,163,121,137,109	146,365,237,109,75,225,217,453,110	91,48,107,79,70,54,208,76,106	1047	150	0.0134564643631	0.0704058795499	0.193,0.124,0.166,0.067,0.098,0.39	0.187,0.521,0.241,0.165,0.133,0.374,0.13,0.461,0.129	-0.087
1029	"ENSG00000011485"	"PPP5C"	chr19	+	46387365	46388448	46387365	46387453	46388407	46388448	1029	27,54,72,33,27,37	539,689,872,542,511,474	10,5,22,16,8,20,61,25,5	285,199,426,245,201,254,704,361,129	1104	150	1	1.0	0.007,0.011,0.011,0.008,0.007,0.01	0.005,0.003,0.007,0.009,0.005,0.011,0.012,0.009,0.005	0.002
1030	"ENSG00000204394"	"VARS"	chr6	-	31781690	31781952	31781690	31781761	31781846	31781952	1030	73,115,108,98,89,112	524,955,922,793,669,985	68,62,85,42,82,45,109,124,77	474,389,780,255,368,298,1033,490,633	235	150	0.0149387597369	0.0759879586189	0.082,0.071,0.07,0.073,0.078,0.068	0.084,0.092,0.065,0.095,0.125,0.088,0.063,0.139,0.072	-0.018
1031	"ENSG00000204394"	"VARS"	chr6	-	31782529	31782845	31782529	31782633	31782720	31782845	1031	65,125,122,78,111,135	517,946,851,747,698,958	50,80,89,72,48,44,96,160,73	468,377,800,271,381,263,934,499,632	237	150	0.0672547054233	0.233818259498	0.074,0.077,0.083,0.062,0.091,0.082	0.063,0.118,0.066,0.144,0.074,0.096,0.061,0.169,0.068	-0.017
1032	"ENSG00000204420"	"C6orf25"	chr6	+	31724586	31724844	31724586	31724627	31724745	31724844	1032	7,164,208,78,71,29	12,139,185,184,63,71	2,11,8,3,0,13,203,11,5	5,5,5,2,2,17,204,5,3	268	150	0.295837460161	0.661185601751	0.246,0.398,0.386,0.192,0.387,0.186	0.183,0.552,0.472,0.456,0.0,0.3,0.358,0.552,0.483	-0.074
1033	"ENSG00000204420"	"C6orf25"	chr6	+	31724586	31724844	31724586	31724627	31724764	31724844	1033	8,237,288,139,91,51	1,133,234,148,51,63	6,17,10,4,0,16,292,13,8	7,4,11,0,0,13,173,0,4	287	150	1	1.0	0.807,0.482,0.391,0.329,0.483,0.297	0.309,0.69,0.322,1.0,NA,0.391,0.469,1.0,0.511	-0.122
1034	"ENSG00000204420"	"C6orf25"	chr6	+	31724745	31725074	31724745	31724844	31724969	31725074	1034	0,60,108,43,20,15	48,731,755,603,280,295	3,1,6,3,5,14,56,1,8	69,27,42,6,1,35,864,29,22	275	150	0.18376562132	0.478112305798	0.0,0.043,0.072,0.037,0.037,0.027	0.023,0.02,0.072,0.214,0.732,0.179,0.034,0.018,0.166	-0.126
1036	"ENSG00000157625"	"TAB3"	chrX	-	30842965	30846644	30842965	30843049	30846550	30846644	1036	179,102,201,100,85,432	15,31,38,45,54,76	66,86,149,215,245,272,216,149,366	43,64,56,50,9,52,46,33,176	3651	150	0.666356112676	1.0	0.329,0.119,0.179,0.084,0.061,0.189	0.059,0.052,0.099,0.15,0.528,0.177,0.162,0.156,0.079	-0.002
1037	"ENSG00000163346"	"PBXIP1"	chr1	-	154951470	154951921	154951470	154951535	154951794	154951921	1037	106,41,115,51,72,67	342,350,559,374,514,426	32,29,83,85,60,207,27,38,54	458,168,1252,706,777,1079,252,188,610	409	150	1.88474195584e-07	7.93259534688e-06	0.102,0.041,0.07,0.048,0.049,0.055	0.025,0.06,0.024,0.042,0.028,0.066,0.038,0.069,0.031	0.018
1038	"ENSG00000234745"	"HLA-B"	chr6	-	31356166	31356957	31356166	31356442	31356687	31356957	1038	1045,237,2658,17,977,2348	143,0,19251,0,7963,6481	74,1516,933,517,1138,49,114,954,124	1,5942,251,3316,114,2,0,995,0	395	150	0.20575036187	0.515371951942	0.735,1.0,0.05,1.0,0.045,0.121	0.966,0.088,0.585,0.056,0.791,0.903,1.0,0.267,1.0	-0.137
1041	"ENSG00000131400"	"NAPSA"	chr19	-	50361662	50362313	50361662	50361781	50362171	50362313	1041	1,0,24,29,15,29	0,0,0,0,0,0	0,6,0,54,13,42,12,0,0	0,0,0,0,0,2,2,3,0	540	150	1	1.0	1.0,NA,1.0,1.0,1.0,1.0	NA,1.0,NA,1.0,1.0,0.854,0.625,0.0,NA	0.253
1042	"ENSG00000109118"	"PHF12"	chr17	-	28923908	28927063	28923908	28924302	28926990	28927063	1042	44,126,58,33,30,324	58,84,113,91,105,126	26,154,44,132,69,105,128,494,255	70,49,75,82,84,120,39,141,162	2838	150	3.2394041003e-06	8.46516807749e-05	0.039,0.073,0.026,0.019,0.015,0.12	0.019,0.142,0.03,0.078,0.042,0.044,0.148,0.156,0.077	-0.033
1043	"ENSG00000137312"	"FLOT1"	chr6	-	30730681	30731100	30730681	30730727	30730918	30731100	1043	84,139,174,77,90,100	756,849,1390,767,646,674	62,87,183,24,212,18,108,145,50	451,416,1318,105,1276,61,914,548,221	341	150	0.000305099712243	0.00354780985679	0.047,0.067,0.052,0.042,0.058,0.061	0.057,0.084,0.058,0.091,0.068,0.115,0.049,0.104,0.091	-0.025
1044	"ENSG00000137312"	"FLOT1"	chr6	-	30741189	30741704	30741189	30741333	30741613	30741704	1044	180,205,625,188,239,264	751,716,1336,679,589,545	73,148,295,82,418,47,206,614,139	360,298,1096,97,1025,109,897,412,192	430	150	0.0140896980503	0.0726008709937	0.077,0.091,0.14,0.088,0.124,0.145	0.066,0.148,0.086,0.228,0.125,0.131,0.074,0.342,0.202	-0.045
1045	"ENSG00000137312"	"FLOT1"	chr6	-	30741189	30741704	30741189	30741333	30741661	30741704	1045	451,486,1071,443,478,485	0,1,0,1,2,0	235,290,743,124,791,77,472,815,204	0,1,1,0,0,0,0,3,1	478	150	1	1.0	1.0,0.993,1.0,0.993,0.987,1.0	1.0,0.989,0.996,1.0,1.0,1.0,1.0,0.988,0.985	0.0
1047	"ENSG00000204482"	"LST1"	chr6	+	31587199	31588909	31587199	31587318	31588517	31588909	1047	216,35,169,72,72,27	271,56,126,82,79,39	95,60,3,218,8,1169,122,200,79	277,221,43,85,9,1618,294,404,337	1349	150	2.92760943266e-08	1.6190361002e-06	0.081,0.065,0.13,0.089,0.092,0.071	0.037,0.029,0.008,0.222,0.09,0.074,0.044,0.052,0.025	0.023
1048	"ENSG00000204482"	"LST1"	chr6	+	31587199	31588909	31587199	31587318	31588562	31588909	1048	580,117,417,194,206,107	249,26,85,28,31,15	446,384,22,354,32,2637,526,842,396	262,120,24,66,0,1381,156,350,306	1394	150	0.0770941733997	0.260042474247	0.2,0.326,0.346,0.427,0.417,0.434	0.155,0.256,0.09,0.366,1.0,0.17,0.266,0.206,0.122	0.066
1049	"ENSG00000204564"	"C6orf136"	chr6	+	30652647	30653109	30652647	30652717	30652801	30653109	1049	20,28,68,22,34,49	59,130,174,125,60,146	18,31,20,40,10,54,43,37,28	46,84,82,65,42,97,116,95,86	234	150	0.146398183138	0.40598819767	0.179,0.121,0.2,0.101,0.266,0.177	0.201,0.191,0.135,0.283,0.132,0.263,0.192,0.2,0.173	-0.023
1051	"ENSG00000241370"	"RPP21"	chr6	+	30345158	30345398	30345158	30345228	30345297	30345398	1051	16,44,64,22,34,57	9,49,37,18,30,35	3,37,55,15,26,10,53,51,20	9,7,12,18,13,11,46,8,8	219	150	0.17672294959	0.464201891177	0.549,0.381,0.542,0.456,0.437,0.527	0.186,0.784,0.758,0.363,0.578,0.384,0.441,0.814,0.631	-0.067
1052	"ENSG00000241370"	"RPP21"	chr6	+	30345297	30345573	30345297	30345398	30345466	30345573	1052	28,24,54,35,24,97	2,2,10,0,7,2	4,12,23,35,13,9,36,28,42	0,0,6,0,0,7,1,0,2	218	150	0.21436101331	0.530713680012	0.906,0.892,0.788,1.0,0.702,0.971	1.0,1.0,0.725,1.0,1.0,0.469,0.961,1.0,0.935	-0.022
1053	"ENSG00000241370"	"RPP21"	chr6	+	30345297	30345573	30345297	30345398	30345490	30345573	1053	37,57,69,46,45,127	122,394,375,181,275,334	11,18,34,45,26,16,56,29,45	105,90,257,138,147,98,445,142,146	242	150	0.0374290729018	0.152538706702	0.158,0.082,0.102,0.136,0.092,0.191	0.061,0.11,0.076,0.168,0.099,0.092,0.072,0.112,0.16	0.021
1054	"ENSG00000241370"	"RPP21"	chr6	+	30345297	30346557	30345297	30345398	30346431	30346557	1054	37,44,90,58,70,134	4,0,1,0,1,0	15,34,48,71,27,25,54,64,41	0,0,0,0,0,0,0,0,0	1183	150	0.571555330207	1.0	0.54,1.0,0.919,1.0,0.899,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.107
1055	"ENSG00000241370"	"RPP21"	chr6	+	30345297	30346557	30345297	30345573	30346431	30346557	1055	13,40,66,38,70,78	222,658,609,358,467,524	13,29,37,55,16,19,45,48,25	212,150,420,229,211,184,665,214,252	1008	150	0.540410711332	0.978003555211	0.009,0.009,0.016,0.016,0.022,0.022	0.009,0.028,0.013,0.035,0.011,0.015,0.01,0.032,0.015	-0.003
1056	"ENSG00000128513"	"POT1"	chr7	-	124822385	124824074	124822385	124822551	124823796	124824074	1056	352,712,980,419,827,376	1,0,12,0,1,2	294,49,170,447,300,423,784,47,146	2,0,0,0,0,2,0,0,0	1395	150	0.0123294295477	0.0658862549762	0.974,1.0,0.898,1.0,0.989,0.953	0.94,1.0,1.0,1.0,1.0,0.958,1.0,1.0,1.0	-0.02
1058	"ENSG00000145191"	"EIF2B5"	chr3	+	184137619	184138075	184137619	184137805	184137897	184138075	1058	72,117,200,106,175,159	330,548,883,515,513,260	39,109,59,93,77,129,138,81,83	202,106,120,295,70,272,586,149,176	242	150	0.000447256556708	0.00485651183494	0.119,0.117,0.123,0.113,0.175,0.275	0.107,0.389,0.234,0.163,0.405,0.227,0.127,0.252,0.226	-0.083
1059	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184143565	184143051	184143142	184143441	184143565	1059	224,344,541,143,345,408	332,543,728,542,401,267	62,209,94,352,77,397,295,384,251	237,54,69,241,23,243,611,63,102	449	150	0.000182842644636	0.00231893231437	0.184,0.175,0.199,0.081,0.223,0.338	0.08,0.564,0.313,0.328,0.528,0.353,0.139,0.671,0.451	-0.181
1060	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224	1060	547,719,1106,320,680,975	48,56,23,12,29,58	112,545,244,803,259,930,678,824,494	42,23,41,18,17,19,22,17,16	1106	150	0.927911863184	1.0	0.607,0.635,0.867,0.783,0.761,0.695	0.266,0.763,0.447,0.858,0.674,0.869,0.807,0.868,0.807	0.018
1061	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143565	184144098	184144224	1061	349,424,665,226,389,592	284,579,752,586,472,199	62,351,163,486,192,570,431,469,265	200,54,79,270,23,228,576,57,102	683	150	0.000316835170749	0.0036574467769	0.213,0.139,0.163,0.078,0.153,0.395	0.064,0.588,0.312,0.283,0.647,0.354,0.141,0.644,0.363	-0.187
1062	"ENSG00000268895"	"A1BG-AS1"	chr19	+	58353713	58355183	58353713	58353857	58354368	58355183	1062	134,71,126,179,104,33	20,0,4,6,16,4	63,10,193,234,117,367,124,5,180	1,13,15,5,2,37,5,0,10	661	150	0.7550203765	1.0	0.603,1.0,0.877,0.871,0.596,0.652	0.935,0.149,0.745,0.914,0.93,0.692,0.849,1.0,0.803	-0.013
1063	"ENSG00000119969"	"HELLS"	chr10	+	94592228	94592514	94592228	94592312	94592394	94592514	1063	16,11,18,21,13,4	105,167,228,120,113,32	11,9,5,4,12,13,28,14,0	25,18,18,26,18,85,175,45,16	232	150	0.000130586258488	0.00173482750103	0.09,0.041,0.049,0.102,0.069,0.075	0.221,0.244,0.152,0.09,0.301,0.09,0.094,0.167,0.0	-0.08
1064	"ENSG00000135469"	"COQ10A"	chr12	+	56269058	56269561	56269058	56269108	56269459	56269561	1064	148,244,340,180,270,148	2,4,4,1,0,0	36,27,40,173,36,305,170,66,122	0,0,5,0,3,6,0,2,0	501	150	0.547134001162	0.984924038428	0.957,0.948,0.962,0.982,1.0,1.0	1.0,1.0,0.705,1.0,0.782,0.938,1.0,0.908,1.0	0.049
1065	"ENSG00000135469"	"COQ10A"	chr12	+	56269058	56269561	56269058	56269251	56269459	56269561	1065	46,86,148,36,106,49	96,126,167,124,110,99	7,8,7,86,8,149,84,36,58	39,15,46,62,32,139,78,20,34	358	150	0.438248970941	0.847995611617	0.167,0.222,0.271,0.108,0.288,0.172	0.07,0.183,0.06,0.368,0.095,0.31,0.311,0.43,0.417	-0.045
1066	"ENSG00000241404"	"EGFL8"	chr6	+	32167349	32167656	32167349	32167429	32167502	32167656	1066	64,128,200,31,96,336	29,126,109,63,64,68	9,60,15,104,74,96,141,56,31	22,33,15,64,10,42,43,23,20	223	150	0.509057565432	0.93985938711	0.597,0.406,0.552,0.249,0.502,0.769	0.216,0.55,0.402,0.522,0.833,0.606,0.688,0.621,0.51	-0.037
1070	"ENSG00000110583"	"NAA40"	chr11	+	63945839	63947003	63945839	63945935	63946724	63947003	1070	338,263,603,177,470,474	0,0,11,2,3,0	25,149,140,390,259,414,385,340,459	0,0,2,1,0,0,1,0,3	939	150	0.00734764410344	0.044611789649	1.0,1.0,0.898,0.934,0.962,1.0	1.0,1.0,0.918,0.984,1.0,1.0,0.984,1.0,0.961	-0.017
