ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
325	"ENSG00000188493"	"C19orf54"	chr19	-	40740855	40742770	40740855	40741439	40742576	40742770	325	550,182,380	0,0,0	583,311,203,196,235,192,146,224,236	3,1,0,0,0,3,0,0,0	1287	150	1	1.0	1.0,1.0,1.0	0.958,0.973,1.0,1.0,1.0,0.882,1.0,1.0,1.0	0.021
327	"ENSG00000081665"	"ZNF506"	chr19	-	19791561	19792484	19791561	19791731	19792410	19792484	327	229,167,8	0,0,0	101,64,87,112,207,162,162,138,164	9,0,0,0,0,0,0,0,0	829	150	0.603318753316	1.0	1.0,1.0,1.0	0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.037
328	"ENSG00000105726"	"ATP13A1"	chr19	-	19645646	19645985	19645646	19645790	19645873	19645985	328	38,26,4	518,115,216	46,25,12,39,27,25,29,32,12	415,311,133,168,310,183,245,302,119	233	150	0.0658511282035	0.198908346096	0.045,0.127,0.012	0.067,0.049,0.055,0.13,0.053,0.081,0.071,0.064,0.061	-0.009
329	"ENSG00000105726"	"ATP13A1"	chr19	-	19647413	19647759	19647413	19647528	19647598	19647759	329	83,45,56	383,92,181	59,60,11,33,63,37,66,50,61	449,343,123,139,362,136,231,270,91	220	150	0.0290987966585	0.102850000388	0.129,0.25,0.174	0.082,0.107,0.057,0.139,0.106,0.156,0.163,0.112,0.314	0.047
330	"ENSG00000105726"	"ATP13A1"	chr19	-	19649740	19651797	19649740	19649940	19651688	19651797	330	162,17,49	392,108,159	73,47,12,107,73,59,85,25,19	402,274,112,158,309,161,266,172,55	1898	150	0.0741357420836	0.219123361165	0.032,0.012,0.024	0.014,0.013,0.008,0.051,0.018,0.028,0.025,0.011,0.027	0.001
331	"ENSG00000105726"	"ATP13A1"	chr19	-	19655315	19655654	19655315	19655453	19655527	19655654	331	70,19,11	485,136,307	71,35,14,33,43,28,41,53,10	394,321,117,126,320,201,277,306,89	224	150	0.00792567891891	0.036321217439	0.088,0.086,0.023	0.108,0.068,0.074,0.149,0.083,0.085,0.09,0.104,0.07	-0.027
332	"ENSG00000105726"	"ATP13A1"	chr19	-	19656659	19656916	19656659	19656766	19656846	19656916	332	303,129,111	280,29,367	189,100,83,114,194,122,216,238,60	361,251,98,140,195,132,148,135,37	230	150	0.683639554023	1.0	0.414,0.744,0.165	0.255,0.206,0.356,0.347,0.394,0.376,0.488,0.535,0.514	0.055
333	"ENSG00000089639"	"GMIP"	chr19	-	19635414	19635721	19635414	19635569	19635643	19635721	333	11,32,30	172,49,0	59,26,51,17,43,59,33,21,54	312,205,150,94,294,178,105,119,107	224	150	0.0583962159007	0.181110517484	0.041,0.304,1.0	0.112,0.078,0.185,0.108,0.089,0.182,0.174,0.106,0.253	0.305
334	"ENSG00000129933"	"MAU2"	chr19	+	19344848	19345369	19344848	19344926	19345303	19345369	334	19,69,63	205,125,228	28,17,6,28,28,13,27,26,0	255,101,93,112,243,106,113,77,37	527	150	0.000130266563296	0.00121803385298	0.026,0.136,0.073	0.03,0.046,0.018,0.066,0.032,0.034,0.064,0.088,0.0	0.036
335	"ENSG00000184162"	"NR2C2AP"	chr19	-	19201415	19202041	19201415	19201563	19201930	19202041	335	756,82,263	38,0,0	586,386,378,414,525,288,173,748,228	3,15,11,0,6,3,1,3,0	517	150	0.000800835284174	0.00549135578427	0.852,1.0,1.0	0.983,0.882,0.909,1.0,0.962,0.965,0.98,0.986,1.0	-0.012
336	"ENSG00000064545"	"TMEM161A"	chr19	-	19121307	19121668	19121307	19121421	19121524	19121668	336	42,25,115	180,101,114	41,36,4,21,62,20,6,87,28	219,266,35,55,233,138,68,382,160	253	150	0.00273866554154	0.0152094363745	0.122,0.128,0.374	0.1,0.074,0.063,0.185,0.136,0.079,0.05,0.119,0.094	0.108
337	"ENSG00000064545"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132433	19132656	19132754	337	166,99,95	4,0,0	170,192,26,57,158,137,45,258,113	8,10,7,0,12,0,2,0,0	373	150	0.00529449546955	0.0259365495527	0.943,1.0,1.0	0.895,0.885,0.599,1.0,0.841,1.0,0.9,1.0,1.0	0.079
338	"ENSG00000064545"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132508	19132656	19132754	338	15,26,0	205,108,129	27,19,3,9,13,37,7,50,24	212,249,32,57,225,162,73,255,107	298	150	0.0378812422119	0.126769749773	0.036,0.108,0.0	0.06,0.037,0.045,0.074,0.028,0.103,0.046,0.09,0.101	-0.017
339	"ENSG00000064607"	"SUGP2"	chr19	-	18990887	18993740	18990887	18991149	18993637	18993740	339	1516,980,616	39,25,34	1288,1042,564,811,1816,1395,2014,2592,2175	109,33,16,32,57,86,62,28,68	2638	150	0.818631028064	1.0	0.689,0.69,0.507	0.402,0.642,0.667,0.59,0.644,0.48,0.649,0.84,0.645	0.011
340	"ENSG00000064607"	"SUGP2"	chr19	-	18994365	18995280	18994365	18994486	18995143	18995280	340	507,278,999	210,35,26	814,400,449,337,576,554,767,740,920	192,124,42,113,134,103,122,117,108	807	150	0.241412014653	0.55839207591	0.31,0.596,0.877	0.441,0.375,0.665,0.357,0.444,0.5,0.539,0.54,0.613	0.097
341	"ENSG00000064607"	"SUGP2"	chr19	-	19004167	19004646	19004167	19004273	19004429	19004646	341	633,299,700	0,0,0	746,534,297,399,503,344,765,420,344	7,6,16,0,0,11,0,0,0	306	150	0.070372646417	0.210116023607	1.0,1.0,1.0	0.981,0.978,0.901,1.0,1.0,0.939,1.0,1.0,1.0	0.022
343	"ENSG00000005007"	"UPF1"	chr19	+	18865288	18865778	18865288	18865450	18865560	18865778	343	14,0,0	170,95,36	20,15,0,1,22,14,24,8,24	227,79,77,86,148,90,314,62,51	260	150	0.000257620335494	0.00216519075862	0.045,0.0,0.0	0.048,0.099,0.0,0.007,0.079,0.082,0.042,0.069,0.214	-0.056
345	"ENSG00000006015"	"C19orf60"	chr19	+	18588994	18589683	18588994	18589077	18589412	18589683	345	2200,1104,1118	481,248,99	1063,514,489,392,1683,1189,513,3181,809	345,353,312,83,340,129,184,656,303	485	150	0.00843452602846	0.0383736080882	0.586,0.579,0.777	0.488,0.311,0.326,0.594,0.605,0.74,0.463,0.6,0.452	0.139
346	"ENSG00000006015"	"C19orf60"	chr19	+	18588994	18589683	18588994	18589077	18589478	18589683	346	3016,1595,1366	154,29,46	1622,903,854,566,2244,1515,781,4328,1155	150,120,92,73,150,124,61,271,92	551	150	3.33066907388e-15	3.96439637875e-13	0.842,0.937,0.89	0.746,0.672,0.716,0.679,0.803,0.769,0.777,0.813,0.774	0.14
347	"ENSG00000006015"	"C19orf60"	chr19	+	18590853	18592336	18590853	18590933	18592088	18592336	347	862,532,355	20,44,89	493,774,295,354,1434,804,387,974,213	6,9,4,3,14,3,15,29,8	1305	150	6.10746157831e-05	0.000649692289635	0.832,0.582,0.314	0.904,0.908,0.894,0.931,0.922,0.969,0.748,0.794,0.754	-0.293
348	"ENSG00000006015"	"C19orf60"	chr19	+	18590853	18592336	18590853	18590933	18592107	18592336	348	907,582,355	1914,1054,850	528,796,310,380,1480,832,401,1039,222	1364,962,996,439,1448,945,674,3151,914	1324	150	0.0941030027662	0.262463346537	0.051,0.059,0.045	0.042,0.086,0.034,0.089,0.104,0.091,0.063,0.036,0.027	-0.012
352	"ENSG00000216490"	"IFI30"	chr19	+	18177139	18177764	18177139	18177292	18177710	18177764	352	18,0,0	95,45,37	24,21,93,2,6,36,11,19,11	473,314,1544,38,121,681,22,261,303	568	150	0.267438909297	0.604310393301	0.048,0.0,0.0	0.013,0.017,0.016,0.014,0.013,0.014,0.117,0.019,0.009	-0.01
354	"ENSG00000105643"	"ARRDC2"	chr19	+	18008167	18008777	18008167	18008584	18008710	18008777	354	33,45,0	27,230,0	19,16,7,8,65,3,4,12,25	120,69,117,16,457,40,16,6,85	276	150	1	1.0	0.399,0.096,NA	0.079,0.112,0.031,0.214,0.072,0.039,0.12,0.521,0.138	0.1
355	"ENSG00000105640"	"RPL18A"	chr19	+	17861292	17861472	17861292	17861307	17861424	17861472	355	16160,13563,8186	0,0,0	15255,20676,15359,6221,12228,7262,3902,26935,17870	1,1,0,1,0,0,3,3,0	267	150	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0	0.0
356	"ENSG00000130299"	"GTPBP3"	chr19	+	17338007	17338451	17338007	17338255	17338364	17338451	356	6,0,0	201,30,24	23,10,16,3,22,9,6,5,0	99,132,18,47,73,53,30,110,21	259	150	1.05332370604e-08	3.43593701188e-07	0.017,0.0,0.0	0.119,0.042,0.34,0.036,0.149,0.09,0.104,0.026,0.0	-0.095
357	"ENSG00000130299"	"GTPBP3"	chr19	+	17338953	17339266	17338953	17339026	17339122	17339266	357	70,25,56	141,49,18	13,11,1,4,9,0,9,30,14	125,91,33,22,65,43,30,205,14	246	150	6.38437060696e-06	9.79678332859e-05	0.232,0.237,0.655	0.06,0.069,0.018,0.1,0.078,0.0,0.155,0.082,0.379	0.27
361	"ENSG00000053501"	"USE1"	chr19	+	17215801	17216070	17215801	17215851	17215991	17216070	361	77,55,0	230,125,66	23,16,11,10,46,48,22,40,50	148,79,43,82,197,223,60,237,93	290	150	0.53951366105	1.0	0.148,0.185,0.0	0.074,0.095,0.117,0.059,0.108,0.1,0.159,0.08,0.218	-0.001
366	"ENSG00000011243"	"AKAP8L"	chr19	-	15398629	15399410	15398629	15398703	15399301	15399410	366	629,631,278	6,0,0	721,228,493,269,611,439,1644,406,714	2,0,1,0,11,9,12,0,0	748	150	0.148514642887	0.377631921059	0.955,1.0,1.0	0.986,1.0,0.99,1.0,0.918,0.907,0.965,1.0,1.0	0.011
367	"ENSG00000011243"	"AKAP8L"	chr19	-	15398629	15399410	15398629	15398766	15399301	15399410	367	581,594,278	15,0,4	661,190,443,230,551,391,1501,373,667	11,10,7,14,23,51,41,0,3	685	150	0.0012857046991	0.00812373528671	0.895,1.0,0.938	0.929,0.806,0.933,0.782,0.84,0.627,0.889,1.0,0.98	0.079
368	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15403715	15403474	15403555	15403652	15403715	368	1140,1121,415	0,0,0	1290,706,672,491,1454,878,1765,757,1553	1,0,0,0,4,6,9,0,0	247	150	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0,1.0,0.995,0.989,0.992,1.0,1.0	0.003
369	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15403715	15403474	15403555	15403657	15403715	369	1157,1146,456	77,65,0	1309,719,682,497,1467,891,1798,764,1565	83,60,34,26,123,27,115,33,29	252	150	0.302452059771	0.660713725809	0.899,0.913,1.0	0.904,0.877,0.923,0.919,0.877,0.952,0.903,0.932,0.97	0.02
370	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15404042	15403474	15403555	15404009	15404042	370	888,926,419	0,0,0	993,551,493,397,1153,674,1365,601,1335	0,0,3,1,11,4,0,0,0	604	150	1	1.0	1.0,1.0,1.0	1.0,1.0,0.976,0.99,0.963,0.977,1.0,1.0,1.0	0.01
371	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15404042	15403474	15403715	15404009	15404042	371	97,140,127	470,475,139	108,44,46,62,94,55,117,52,283	568,295,302,209,552,373,683,259,530	444	150	0.000571189986384	0.00415644306864	0.065,0.091,0.236	0.06,0.048,0.049,0.091,0.054,0.047,0.055,0.064,0.153	0.062
373	"ENSG00000127507"	"ADGRE2"	chr19	-	14765657	14766381	14765657	14765804	14766234	14766381	373	17,13,89	24,5,0	83,25,54,68,295,90,1,43,18	29,0,14,4,88,37,0,6,5	580	150	0.981533972964	1.0	0.155,0.402,1.0	0.425,1.0,0.499,0.815,0.464,0.386,1.0,0.65,0.482	-0.117
374	"ENSG00000099797"	"TECR"	chr19	+	14563657	14563903	14563657	14563702	14563770	14563903	374	93,9,41	0,0,0	34,49,6,12,100,52,21,126,22	0,2,0,0,1,1,2,0,0	218	150	1	1.0	1.0,1.0,1.0	1.0,0.944,1.0,1.0,0.986,0.973,0.878,1.0,1.0	0.024
375	"ENSG00000099797"	"TECR"	chr19	+	14563657	14563903	14563657	14563702	14563799	14563903	375	147,15,43	1384,500,527	84,86,28,37,147,82,32,196,36	1396,1335,616,562,1520,896,660,2072,335	247	150	0.683623917664	1.0	0.061,0.018,0.047	0.035,0.038,0.027,0.038,0.055,0.053,0.029,0.054,0.061	-0.001
376	"ENSG00000099797"	"TECR"	chr19	+	14563657	14563903	14563657	14563702	14563834	14563903	376	553,152,170	2,0,0	465,495,197,203,617,329,228,858,147	7,7,23,2,2,0,4,15,0	282	150	0.000186481438604	0.00164582015153	0.993,1.0,1.0	0.972,0.974,0.82,0.982,0.994,1.0,0.968,0.968,1.0	0.033
377	"ENSG00000099797"	"TECR"	chr19	+	14563981	14564287	14563981	14564097	14564181	14564287	377	154,175,83	1668,630,688	111,123,36,59,244,173,87,221,39	1676,1727,780,618,2025,966,782,2722,391	234	150	2.11850114918e-05	0.000266567973171	0.056,0.151,0.072	0.041,0.044,0.029,0.058,0.072,0.103,0.067,0.049,0.06	0.035
378	"ENSG00000099797"	"TECR"	chr19	+	14564785	14564992	14564785	14564858	14564948	14564992	378	122,39,82	1833,752,787	136,118,56,67,179,108,71,186,50	1888,1871,924,696,2208,1171,930,3104,560	240	150	0.821358911266	1.0	0.04,0.031,0.061	0.043,0.038,0.036,0.057,0.048,0.055,0.046,0.036,0.053	-0.002
379	"ENSG00000099797"	"TECR"	chr19	+	14564785	14565123	14564785	14564858	14565065	14565123	379	148,44,138	1,0,0	101,81,50,79,210,105,65,197,45	3,6,8,0,19,6,0,7,0	357	150	4.42903779208e-07	9.11471141884e-06	0.984,1.0,1.0	0.934,0.85,0.724,1.0,0.823,0.88,1.0,0.922,1.0	0.091
380	"ENSG00000099797"	"TECR"	chr19	+	14564785	14565123	14564785	14564992	14565065	14565123	380	176,52,145	1808,697,823	101,94,43,67,215,103,57,204,52	1951,1945,1008,707,2141,1196,935,3043,578	223	150	2.86805752814e-07	6.25293334353e-06	0.061,0.048,0.106	0.034,0.031,0.028,0.06,0.063,0.055,0.039,0.043,0.057	0.026
381	"ENSG00000099797"	"TECR"	chr19	+	14565065	14565290	14565065	14565123	14565201	14565290	381	132,52,69	1773,650,787	108,143,46,66,192,127,97,238,70	1789,1943,969,711,2030,1016,856,2795,483	228	150	0.321262953549	0.689830349795	0.047,0.05,0.055	0.038,0.046,0.03,0.058,0.059,0.076,0.069,0.053,0.087	-0.007
382	"ENSG00000123143"	"PKN1"	chr19	+	14467564	14467793	14467564	14467641	14467717	14467793	382	86,52,83	1157,984,451	66,53,56,23,66,45,6,46,41	1451,1153,830,602,1003,382,192,769,663	226	150	9.77227193286e-05	0.00095776492123	0.047,0.034,0.109	0.029,0.03,0.043,0.025,0.042,0.073,0.02,0.038,0.039	0.026
383	"ENSG00000123143"	"PKN1"	chr19	+	14469340	14469988	14469340	14469517	14469911	14469988	383	99,172,36	0,0,0	157,79,54,58,167,96,13,145,57	0,0,0,0,4,0,0,0,0	544	150	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0	0.009
384	"ENSG00000123143"	"PKN1"	chr19	+	14470574	14470851	14470574	14470682	14470770	14470851	384	86,80,78	1117,1062,466	132,81,54,81,96,59,12,110,67	1397,1128,796,712,1120,449,190,902,584	238	150	0.974892362896	1.0	0.046,0.045,0.095	0.056,0.043,0.041,0.067,0.051,0.076,0.038,0.071,0.067	0.005
385	"ENSG00000123136"	"DDX39A"	chr19	-	14409302	14409645	14409302	14409447	14409535	14409645	385	390,1205,597	777,440,447	611,461,646,142,630,359,862,855,1019	1582,1339,592,447,892,559,435,1186,697	238	150	0.091850046922	0.257812368798	0.24,0.633,0.457	0.196,0.178,0.407,0.167,0.308,0.288,0.555,0.312,0.48	0.122
386	"ENSG00000123136"	"DDX39A"	chr19	-	14409741	14410334	14409741	14409873	14410215	14410334	386	950,1722,1172	748,612,379	1093,659,723,283,1250,776,846,1297,1991	1506,1312,753,389,866,659,602,1338,695	492	150	0.000176204927344	0.00157724898379	0.279,0.462,0.485	0.181,0.133,0.226,0.182,0.306,0.264,0.3,0.228,0.466	0.155
387	"ENSG00000123136"	"DDX39A"	chr19	-	14409741	14410334	14409741	14409981	14410215	14410334	387	808,1458,1047	0,0,0	878,542,588,227,1064,650,721,1042,1664	4,1,0,0,2,2,6,25,0	384	150	0.571310168678	1.0	1.0,1.0,1.0	0.988,0.995,1.0,1.0,0.995,0.992,0.979,0.942,1.0	0.012
388	"ENSG00000123136"	"DDX39A"	chr19	-	14412550	14413224	14412550	14412678	14413012	14413224	388	336,1430,930	781,666,545	495,471,403,97,613,441,401,438,624	1658,1162,724,509,922,727,645,1225,827	484	150	7.35579108492e-05	0.000762236849055	0.118,0.4,0.346	0.085,0.112,0.147,0.056,0.171,0.158,0.162,0.1,0.19	0.157
390	"ENSG00000132017"	"DCAF15"	chr19	+	13960286	13960580	13960286	13960391	13960464	13960580	390	19,34,0	69,15,33	52,47,23,21,40,40,17,68,63	84,93,17,33,141,80,30,61,68	223	150	0.163801403255	0.408021142497	0.156,0.604,0.0	0.294,0.254,0.476,0.3,0.16,0.252,0.276,0.429,0.384	-0.061
391	"ENSG00000132024"	"CC2D1A"	chr19	+	13926977	13928030	13926977	13927077	13927892	13928030	391	104,4,224	0,0,0	27,15,3,6,70,35,72,55,0	1,4,4,0,0,0,2,0,0	965	150	1	1.0	1.0,1.0,1.0	0.808,0.368,0.104,1.0,1.0,1.0,0.848,1.0,NA	0.234
392	"ENSG00000069399"	"BCL3"	chr19	+	44758245	44758841	44758245	44758413	44758723	44758841	392	54,165,145	349,713,425	95,20,121,9,256,29,110,60,107	638,220,1031,97,2182,212,688,103,280	460	150	0.000337012531298	0.00269813277433	0.048,0.07,0.1	0.046,0.029,0.037,0.029,0.037,0.043,0.05,0.16,0.111	0.012
393	"ENSG00000069399"	"BCL3"	chr19	+	44758245	44758841	44758245	44758473	44758723	44758841	393	40,144,126	3,18,0	43,4,50,3,152,15,43,38,56	27,4,14,0,31,0,27,0,17	400	150	0.00374063692771	0.019658430823	0.833,0.75,1.0	0.374,0.273,0.573,1.0,0.648,1.0,0.374,1.0,0.553	0.217
394	"ENSG00000104957"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13759099	13759272	394	233,186,238	132,22,44	176,55,102,186,303,365,345,208,285	64,80,21,63,95,53,114,110,32	239	150	0.362397828538	0.757834775347	0.526,0.841,0.772	0.633,0.301,0.753,0.649,0.667,0.812,0.655,0.543,0.848	0.062
395	"ENSG00000104957"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13759110	13759272	395	263,201,253	3,0,0	195,65,117,202,335,392,374,236,310	2,0,2,0,4,6,1,0,0	250	150	1	1.0	0.981,1.0,1.0	0.983,1.0,0.972,1.0,0.98,0.975,0.996,1.0,1.0	0.004
396	"ENSG00000104915"	"STX10"	chr19	-	13144061	13144671	13144061	13144139	13144576	13144671	396	1206,743,973	0,7,0	1233,1175,570,509,2244,1321,1449,2238,515	0,2,5,0,1,0,1,0,0	587	150	0.902072329795	1.0	1.0,0.964,1.0	1.0,0.993,0.967,1.0,0.998,1.0,0.997,1.0,1.0	-0.007
397	"ENSG00000104915"	"STX10"	chr19	-	13144061	13144671	13144061	13144486	13144576	13144671	397	141,67,160	567,294,241	98,96,41,95,354,235,311,338,84	540,678,313,161,1047,511,507,1009,334	240	150	0.512706771797	0.987734305772	0.135,0.125,0.293	0.102,0.081,0.076,0.269,0.174,0.223,0.277,0.173,0.136	0.016
398	"ENSG00000104907"	"TRMT1"	chr19	-	13105266	13105606	13105266	13105396	13105486	13105606	398	237,226,176	399,348,55	188,208,96,202,272,173,167,884,281	367,615,208,142,222,151,176,434,155	240	150	0.748159655862	1.0	0.271,0.289,0.667	0.243,0.174,0.224,0.471,0.434,0.417,0.372,0.56,0.531	0.028
399	"ENSG00000104907"	"TRMT1"	chr19	-	13115996	13116431	13115996	13116052	13116145	13116431	399	95,47,0	518,284,44	45,44,31,35,34,12,21,91,22	358,469,150,301,330,191,114,800,327	243	150	0.0206934884733	0.0776697313054	0.102,0.093,0.0	0.072,0.055,0.113,0.067,0.06,0.037,0.102,0.066,0.04	-0.003
401	"ENSG00000104907"	"TRMT1"	chr19	-	13115996	13116431	13115996	13116052	13116186	13116431	401	236,135,16	18,0,9	134,164,65,107,115,63,57,301,75	13,13,4,1,5,15,2,0,5	284	150	0.470981106845	0.923097816887	0.874,1.0,0.484	0.845,0.87,0.896,0.983,0.924,0.689,0.938,1.0,0.888	-0.107
402	"ENSG00000105607"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891270	12891395	402	6,0,0	0,0,0	2,4,0,0,7,2,0,0,1	0,0,0,0,5,0,0,0,0	218	150	1	1.0	1.0,NA,NA	1.0,1.0,NA,NA,0.491,1.0,NA,NA,1.0	0.102
403	"ENSG00000105607"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12891830	12891974	403	101,67,192	142,54,20	87,42,23,89,85,137,30,225,39	191,166,41,52,124,80,22,134,38	458	150	0.0825927708624	0.237512070234	0.189,0.289,0.759	0.13,0.077,0.155,0.359,0.183,0.359,0.309,0.355,0.252	0.17
404	"ENSG00000105607"	"GCDH"	chr19	+	12891486	12891974	12891486	12891660	12891830	12891974	404	64,29,130	0,0,0	49,21,20,66,66,91,24,153,39	0,0,0,0,0,0,3,0,0	320	150	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.789,1.0,1.0	0.023
405	"ENSG00000105607"	"GCDH"	chr19	+	12897302	12897863	12897302	12897428	12897702	12897863	405	100,15,66	229,183,72	36,41,10,44,65,36,15,89,4	397,298,76,147,298,202,64,334,102	424	150	0.000433069705426	0.00330729842922	0.134,0.028,0.245	0.031,0.046,0.044,0.096,0.072,0.059,0.077,0.086,0.014	0.077
407	"ENSG00000095066"	"HOOK2"	chr19	-	12774668	12774897	12774668	12774741	12774811	12774897	407	16,8,21	90,27,89	8,4,2,12,8,6,22,30,0	60,40,4,63,35,82,49,132,19	220	150	0.35340089085	0.743255741788	0.108,0.168,0.139	0.083,0.064,0.254,0.115,0.135,0.048,0.234,0.134,0.0	0.02
408	"ENSG00000095059"	"DHPS"	chr19	-	12679456	12679719	12679456	12679543	12679622	12679719	408	47,15,121	554,162,175	53,42,28,32,95,59,31,79,80	485,473,300,328,628,505,421,752,325	229	150	0.0644426008185	0.195189280608	0.053,0.057,0.312	0.067,0.055,0.058,0.06,0.09,0.071,0.046,0.064,0.139	0.068
409	"ENSG00000123154"	"WDR83"	chr19	+	12669754	12670080	12669754	12669893	12669976	12670080	409	149,41,66	63,16,0	72,37,35,47,105,28,83,17,42	107,55,40,36,99,78,66,103,13	233	150	5.71231593849e-06	8.88941321311e-05	0.604,0.623,1.0	0.302,0.302,0.36,0.457,0.406,0.188,0.447,0.096,0.675	0.383
410	"ENSG00000099949"	"LZTR1"	chr22	+	20995962	20996801	20995962	20996112	20996695	20996801	410	42,2,0	181,135,52	26,22,8,12,56,43,59,50,51	84,48,65,50,85,159,223,173,58	733	150	9.40093558555e-11	5.30791286138e-09	0.045,0.003,0.0	0.06,0.086,0.025,0.047,0.119,0.052,0.051,0.056,0.152	-0.056
411	"ENSG00000099949"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966	411	58,13,12	217,132,84	21,14,7,2,51,34,46,58,17	100,39,64,54,62,122,241,162,64	234	150	0.0551313998396	0.172810451882	0.146,0.059,0.084	0.119,0.187,0.066,0.023,0.345,0.152,0.109,0.187,0.145	-0.052
413	"ENSG00000130159"	"ECSIT"	chr19	-	11507701	11508048	11507701	11507850	11507990	11508048	413	243,99,0	218,48,46	49,73,32,31,172,46,72,124,1	105,96,72,46,89,26,31,256,25	290	150	0.510682548422	0.984696122264	0.366,0.516,0.0	0.194,0.282,0.187,0.258,0.5,0.478,0.546,0.2,0.02	-0.002
416	"ENSG00000187266"	"EPOR"	chr19	-	11382846	11383232	11382846	11382949	11383096	11383232	416	11,67,11	0,0,0	0,2,0,15,0,2,197,15,31	0,0,0,0,2,0,2,0,0	297	150	1	1.0	1.0,1.0,1.0	NA,1.0,NA,1.0,0.0,1.0,0.98,1.0,1.0	0.146
417	"ENSG00000187266"	"EPOR"	chr19	-	11382846	11383232	11382846	11382982	11383096	11383232	417	11,55,11	0,1,0	0,2,0,14,0,2,151,10,27	0,0,0,0,0,0,10,0,0	264	150	1	1.0	1.0,0.969,1.0	NA,1.0,NA,1.0,NA,1.0,0.896,1.0,1.0	0.007
418	"ENSG00000183401"	"CCDC159"	chr19	+	11353450	11353874	11353450	11353572	11353791	11353874	418	47,62,6	138,120,8	25,25,11,42,126,67,37,78,58	78,148,67,62,277,90,194,161,84	369	150	0.581768719008	1.0	0.122,0.174,0.234	0.115,0.064,0.063,0.216,0.156,0.232,0.072,0.165,0.219	0.032
419	"ENSG00000183401"	"CCDC159"	chr19	+	11354579	11354943	11354579	11354696	11354872	11354943	419	38,25,20	7,25,0	17,24,2,13,53,15,19,41,19	11,8,3,5,51,38,22,28,17	326	150	0.0176128413756	0.0683064085237	0.714,0.315,1.0	0.416,0.58,0.235,0.545,0.323,0.154,0.284,0.403,0.34	0.312
420	"ENSG00000130158"	"DOCK6"	chr19	-	11202393	11202715	11202393	11202483	11202583	11202715	420	4,0,10	19,0,0	0,3,0,0,0,0,22,0,0	0,19,0,0,0,0,77,6,4	250	150	1	1.0	0.112,NA,1.0	NA,0.087,NA,NA,NA,NA,0.146,0.0,0.0	0.498
421	"ENSG00000142453"	"CARM1"	chr19	+	10920833	10921127	10920833	10920946	10921049	10921127	421	8,2,21	170,105,47	11,5,10,0,16,2,11,9,8	121,79,62,20,44,58,100,110,25	253	150	0.716113593456	1.0	0.027,0.011,0.209	0.051,0.036,0.087,0.0,0.177,0.02,0.061,0.046,0.159	0.012
422	"ENSG00000213339"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10702115	10702254	422	92,84,23	450,661,365	78,40,34,21,38,62,33,207,45	305,383,251,225,189,172,154,712,272	247	150	0.000571935626611	0.00415644306864	0.11,0.072,0.037	0.134,0.06,0.076,0.054,0.109,0.18,0.115,0.15,0.091	-0.035
423	"ENSG00000213339"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10702160	10702254	423	270,304,127	0,16,0	193,174,122,80,111,139,90,550,130	0,0,0,0,0,0,1,0,0	292	150	0.00031839956036	0.00259672530338	1.0,0.907,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.979,1.0,1.0	-0.029
424	"ENSG00000213339"	"QTRT1"	chr19	+	10712160	10712628	10712160	10712299	10712552	10712628	424	591,944,773	435,386,140	207,151,102,234,309,277,146,1545,273	271,329,269,197,157,98,112,399,277	403	150	0.00807504954183	0.0368905790272	0.336,0.477,0.673	0.221,0.146,0.124,0.307,0.423,0.513,0.327,0.59,0.268	0.171
425	"ENSG00000129351"	"ILF3"	chr19	+	10681218	10682192	10681218	10681329	10681992	10682192	425	356,1244,665	447,336,152	927,910,710,229,634,424,830,532,522	803,707,726,193,300,103,485,370,340	813	150	0.134448718765	0.349328706455	0.128,0.406,0.447	0.176,0.192,0.153,0.18,0.281,0.432,0.24,0.21,0.221	0.095
